Kreise_Code,year,CAP,GVAREAL,GVAREALPW,CAPPW,EMPL,POP,prec2,tas,hotday.d,coldday.d,R_West,R_East,T_Urban,T_Rural,D1.tas,tas2,D1.hotday.d,D1.coldday.d,D1.prec,D1.tas2,GVAREALPWln,CAPPWln,D1.GVAREALPWln,D1.CAPPWln,prec,prec.d,precpd,D1.GVAREALPWln.L1,D1.precpd,hotday.d.L1,coldday.d.L1,D1.tas.L1,precpd.L1,hotday.d.L2,coldday.d.L2,hotday.d.L3,coldday.d.L3,hotday.d.L4,coldday.d.L4,hotday.d.L5,coldday.d.L5
8111,2000,194587.2438,38475.74825,81.38313366034015,411.5870487527841,472.773,571.528,203742.9250871288,10.834945030818316,29.0,4.0,1,0,1,0,,117.39603382085453,,,,,4.399168048349024,6.020020537849643,,,451.3789151926645,250,1.8055156607706584,,,,,,,,,,,,,,
8111,2001,197960.5835,41454.53203,87.24257736276319,416.6152812502631,475.164,572.768,277233.4420010154,10.151867816975743,29.0,11.0,1,0,1,0,-0.6830772138425729,103.06042017334784,0.0,7.0,75.15070599999996,-14.33561364750669,4.468692484257454,6.032163209023715,0.0695244359084297,0.0121426711740726,526.5296212091378,238,2.212309332811503,,0.4067936720408447,29.0,4.0,,1.8055156607706584,,,,,,,,
8111,2002,201681.1039,42166.34124,88.34902935445346,422.5723466800762,477.27,573.971,389360.80574823066,10.482567610070827,28.0,5.0,1,0,1,0,0.3306997930950839,109.884223699706,-1.0,-6.0,97.45820380000008,6.823803526358162,4.481295212338105,6.046360666883976,0.0126027280806511,0.0141974578602601,623.9878250047161,221,2.823474321288308,0.0695244359084297,0.6111649884768049,29.0,11.0,-0.6830772138425729,2.212309332811503,29.0,4.0,,,,,,
8111,2003,205548.313,43011.63439,90.52012768303796,432.5866664141207,475.161,573.907,116173.34313123104,10.595032658184234,40.0,6.0,1,0,1,0,0.1124650481134068,112.25471702799048,12.0,1.0,-283.14571620000004,2.370493328284482,4.505572231314916,6.06978269107012,0.0242770189768108,0.0234220241861446,340.8421087516824,188,1.812989940168524,0.0126027280806511,-1.010484381119784,28.0,5.0,0.3306997930950839,2.823474321288308,29.0,11.0,29.0,4.0,,,,
8111,2004,207254.7039,42120.61878,88.84950604028543,437.1844146502498,474.067,573.955,193111.2277647391,9.817054055558128,24.0,11.0,1,0,1,0,-0.7779786026261064,96.37455032975028,-16.0,5.0,98.6021172,-15.880166698240204,4.486943995106145,6.080355107565991,-0.0186282362087704,0.0105724164958704,439.4442260002308,241,1.8234200248972232,0.0242770189768108,0.0104300847286991,40.0,6.0,0.1124650481134068,1.812989940168524,28.0,5.0,29.0,11.0,29.0,4.0,,
8111,2005,208922.4,40923.75773,86.55232684250487,441.86362280863153,472.821,574.627,200543.91350937664,9.75706615601137,26.0,22.0,1,0,1,0,-0.0599878995467584,95.20033997278249,2.0,11.0,8.37707039999998,-1.1742103569677909,4.460749165634091,6.091001288785857,-0.0261948294720539,0.0106461812198661,447.8212964432057,223,2.008167248624241,-0.0186282362087704,0.1847472237270178,24.0,11.0,-0.7779786026261064,1.8234200248972232,40.0,6.0,28.0,5.0,29.0,11.0,29.0,4.0
8111,2006,211366.2315,43939.84808,92.85819545090482,446.68080783105415,473.193,575.243,190626.8041360236,10.314573436453244,32.0,24.0,1,0,1,0,0.5575072804418753,106.39042517598688,6.0,2.0,-11.2130004,11.19008520320439,4.53107354939525,6.1018442630989576,0.0703243837611591,0.0108429743131006,436.60829601977656,224,1.9491441786597168,-0.0261948294720539,-0.0590230699645242,26.0,22.0,-0.0599878995467584,2.008167248624241,24.0,11.0,40.0,6.0,28.0,5.0,29.0,11.0
8111,2007,212613.0116,45262.8106,95.329865080602,447.7929991870295,474.802,576.522,224672.06496403,10.619653267203468,29.0,6.0,1,0,1,0,0.3050798307502234,112.77703551562529,-3.0,-18.0,37.38755309999999,6.386610339638409,4.557343141216559,6.104331070248407,0.0262695918213085,0.0024868071494497,473.9958490761809,232,2.0430855563628487,0.0703243837611591,0.0939413777031319,32.0,24.0,0.5575072804418753,1.9491441786597168,26.0,22.0,24.0,11.0,40.0,6.0,28.0,5.0
8111,2008,216144.2112,42448.99393,88.2454923674675,449.3334369991248,481.033,578.543,228940.87245881304,10.159810113069932,24.0,11.0,1,0,1,0,-0.4598431541335355,103.22174153363808,-5.0,5.0,4.481812300000001,-9.555293981987203,4.480122616519845,6.107765233514335,-0.0772205246967141,0.0034341632659273,478.4776613856781,234,2.044776330708026,0.0262695918213085,0.0016907743451772,29.0,6.0,0.3050798307502234,2.0430855563628487,32.0,24.0,26.0,22.0,24.0,11.0,40.0,6.0
8111,2009,218353.837,37567.00929,78.45207044750686,455.9934614589446,478.853,579.72,295470.0430151198,10.098903801040125,10.0,10.0,1,0,1,0,-0.0609063120298074,101.98785798266267,-14.0,-1.0,65.09390059999998,-1.2338835509754065,4.362487870768407,6.12247847050576,-0.1176347457514372,0.0147132369914251,543.5715619895932,232,2.3429808706447983,-0.0772205246967141,0.2982045399367723,24.0,11.0,-0.4598431541335355,2.044776330708026,29.0,6.0,32.0,24.0,26.0,22.0,24.0,11.0
